"","X[[i]]"
"4364"," is all about cash in her grubby pockets tcocywvsapa"
"4365","rt  this election is about values so lets compare  v    tcokrbjgwcq"
"4366","rt  the  is under fire for shoddy  story tcoaqxytthih"
"4367","rt   write it down so your lies will be documented bitch"
"4368","rt  the  is under fire for shoddy  story tcoaqxytthih"
"4369","rt            clinton cash  tcodn"
"4370","rt  the  is under fire for shoddy  story tcoaqxytthih"
"4371","rt            clinton cash  tcort"
"4372","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4373","rt  join and follow   coming we will not allow   to use us "
"4374","rt   im a  registered  and i am  for  because  is too corrupt for"
"4375","wait if half of the people who had access to  did not make a donation where is the  "
"4376","seems like a lot of stars are with her    tcoxiajofmdk"
"4377","new  increase questions about  s  amp   read this one from  abedin tcoqteyjmu"
"4378",NA
"4379","rt  heres s religion of peace teaching kids in a classroom that it is okay to kill gays amp behead tco"
"4380"," has been a leader her entire life fighting  the rights of children amp women whats  done oh just lives here"
"4381","rt  wont be voting for  because shes a racist anyone that uses a fake black voice to talk to black voter"
"4382","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4383","rt   published  docs id given them     tcotx"
"4384","rt  isofamp"
"4385","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4386","rt  ampareofamp"
"4387","rt   doesnt answer emergency calls doesnt hold press conferences for months no doubt would make an excel"
"4388","rt  because  does not include  in it not in any shape not in any capacity never tcobkw"
"4389"," at  says all of that is shady because some donors talked to like even on the phone tcordzyxqgofa"
"4390","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4391","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4392","rt            clinton cash  tcodn"
"4393","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4394","rt  corporate  is biggest conflict of interest for  and tconwsshkfr t"
"4395","rt   doesnt answer emergency calls doesnt hold press conferences for months no doubt would make an excel"
"4396","rt    foundation investigation update key details about financial and political dealings "
"4397","its scarier that  supporters agree with her    tcokcfjidfu"
"4398","rt  of course  has mental and physical health problems she works for the sickest companies in america "
"4399","rt  breaking  in  are mobilizing in groups to warn people about  rt   "
"4400","rt  rt populistdemand  boasts abt helping children but betrayed them as   tcovbdvfnq"
"4401","rt            clinton cash  tcodn"
"4402","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4403","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4404","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4405","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4406","rt  the big black democrat lie tcoydnxbpk     "
"4407","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4408","rt  this election is about values so lets compare  v    tcokrbjgwcq"
"4409","rt   if  wasnt against  then it wouldnt be worth being for it"
"4410","rt   the american people are tired of liars and people who pretend to be something theyre not t"
"4411","rt  rt  demand amp type hearingtoinvestigate by"
"4412","rt  rt  demandamp type hearingtoinvestigate by"
"4413","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"4414","rt  new details surface about s top aide amp her ties to radical muslim journal tcotzwzubgg tc"
"4415","rt  latest    revelation  lied about not having classified   "
"4416","rt  rt  demandamp type hearingtoinvestigate by"
"4417","rt  latest    revelation  lied about not having classified   "
"4418","rt   the american people are tired of liars and people who pretend to be something theyre not t"
"4419"," vs  support among africanamerican voters tcoaiuiqpwo"
"4420","rt            clinton cash  tcort"
"4421","i wonder if diane reynolds and carlos danger know each other how scandalous that would be   "
"4422","rt  excited to be  snedden chair in   join my class on   amp "
"4423","rt  rt  demandamp type hearinginvestigate by"
"4424","you forgot the crazy merkel notice over  rt   tcodlnljhohqq  "
"4425","the big black democrat lie tcoydnxbpk       "
"4426","rt   s blog got me thinking about     hear ye tcodgvjoanuv "
"4427","rt    r the most crupt administration wouldnt trust wth fish let alone amp america future  http"
"4428","rt   the american people are tired of liars and people who pretend to be something theyre not t"
"4429","rt  rd parties arent spoilers theyre at the cutting edge of democracy is the spoiler of democracy"
"4430","thank you poll  leads  points over  in  tcorxwcfycg"
"4431","rt  demandamp type hearinginvestigatebyamp"
"4432","rt            clinton cash  tcort"
"4433","rt  s  former  adviser showing brian williams syndrome  bizpac review tcopvkmgozcu"
"4434","hillary clinton tangible foreign policy achievements  "
"4435","rt  corporate  is biggest conflict of interest for  and tconwsshkfr t"
"4436","rt  demandamp type hearinginvestigatebyamp"
"4437","rt  the only one safe with  is the middle east     tc"
"4438",NA
"4439","must have this  shirtanyone else   tcokqdgyr"
"4440","rt  demandamp type hearinginvestigatebyamp"
"4441",NA
"4442","rt            clinton cash  tcort"
"4443","rt  rt populistdemand  boasts abt helping children but betrayed them as   tcovbdvfnq"
"4444","rt  demandamp type hearinginvestigatebyamp"
"4445","rt  please send this to  and ask her to comment you know the  wont tcojxbukgijv"
"4446"," the american people are tired of liars and people who pretend to be something theyre not tcoftdvcguqed "
"4447","rt  because  does not include  in it not in any shape not in any capacity never tcobkw"
"4448","rt  demandamp type hearinginvestigatebyamp"
"4449","emails show clinton foundation donor reached out to  before arms export boost tconcanhiuo "
"4450","if billionaires amp  are for  everyone with a brain knows shes owned by wallstreet banks amp shes not for us folks"
"4451","rt  demandamp type hearinginvestigatebyamp"
"4452","wallstreet billionaires     own   tcohpljpozf"
"4453","  suffer the same as "
"4454","wallstreet billionaires     own    "
"4455","rt  demandamp type hearinginvestigatebyamp"
"4456","rt  am i the only one to notice  didnt get a jar pop from opening jar of pickles   tco"
"4457","rt  because  does not include  in it not in any shape not in any capacity never tcobkw"
"4458","since billionaires amp  want  everyone with a brain knows shes owned by wallstreet banks amp not for plain folks"
"4459","rt  this election is about values so lets compare  v    tcokrbjgwcq"
"4460","fact did not pick  for  vp  did amp they will make all s other important  decisions too"
"4461","tcoieawntzlpq wake the hell up  does not give a damn abt you or any one of her supporters do some  "
"4462","  crowd own  so of course they want us to elect their puppet so they can continue getting their way"
"4463"," doesnt answer emergency calls doesnt hold press conferences for months no doubt would make an excellent terrible potus"
"4464","rt  how can people not see how scary  is tcohkyifzk"
"4465"," amp  wealth has trippled since  so he loves the   s prowall street bank policies"
"4466","payforplay hillary      tcoswmozplw tcogtnkwmca"
"4467","rt  how  deals with potential witnesses   tc"
"4468","  foundation investigation update key details about financial and political dealings tcoszknhxso"
"4469","rt  how  deals with potential witnesses   tc"
"4470","rt   i believe  has been demonized for decades for being an ambitious smart woman tco"
"4471","rt  new details surface about s top aide amp her ties to radical muslim journal tcotzwzubgg tc"
"4472"," lost all her credibility as a champion of women by endorsing liar  the corrupt cheater amp disgrace to usa"
"4473",NA
"4474","rt  this one is for you    join me and my good friend now as we talk  "
"4475","rt  just like he is trying to cover his immigration change wclinton fdn   tcofsrbqr"
"4476","rt  we need   is scary sunday morning futures w maria bartiromo tcodrxcleuy"
"4477","rt  latest    revelation  lied about not having classified   "
"4478"," needs all the briefings she can get on her intelligence how is she not in  tcoxsrpeugfo"
"4479","rt  this election is about values so lets compare  v    tcokrbjgwcq"
"4480","rt   is just a bitter because nobody ever liked her blue dress   tco"
"4481","we need   is scary sunday morning futures w maria bartiromo tcodrxcleuy"
"4482","rt  of course  has mental and physical health problems she works for the sickest companies in america "
"4483"," if  wasnt against  then it wouldnt be worth being for it"
"4484","  anything for  as long as it doesnt involve  shes corpowned and we dont wantit"
"4485",NA
"4486",NA
"4487","rt  remember when  had real journalists like christopher hitchens tcoedibuqvww   "
"4488","how is it that hillary can be investigated and cleared x and donalds  trumpu seems to never goes    "
"4489",NA
"4490","rt  new revelations show a nation for sale under    attn    tcog"
"4491","hillary clinton is a climate change champion    tcoqptnofyijo"
"4492","rt  how  deals with potential witnesses   tc"
"4493"," is pathetic and the media thinks they still control the message we the people have news for you tcoqxbzklzps"
"4494","rt  the  is under fire for shoddy  story tcoaqxytthih"
"4495","bias alert new york times finds latest clinton foundation bombshell unfit to print tcoloosrsqghx  "
"4496","rt  go on the offense    and the   donor connectionh"
"4497"," im pretty sure ap doesnt hate women      clinton state department stonewalled ap for three years tcovennvkilc"
"4498","rt  dinner with  amp lunch with   looks like  has their vote tcozyrkt"
"4499","rt  this election is about values so lets compare  v    tcokrbjgwcq"
"4500","rt  how can people not see how scary  is tcohkyifzk"
"4501","rt  our world soross campaign of global chaos tcomtvelqeuu   "
"4502","rt  how  deals with potential witnesses   tc"
"4503","watchdog clinton finance director was middle man between foundation state tcohmemprarj via the  "
"4504","rt  because  does not include  in it not in any shape not in any capacity never tcobkw"
"4505","rt    here is the proof you asked for this man died because his name was on   "
"4506","rt  go on the offense    and the   donor connectionh"
"4507","rt  rt populistdemand  boasts abt helping children but betrayed them as   tcovbdvfnq"
